Name,Comment,Time,Likes,Reply Count
Sobhu Swami 🕉️MAHAKAAL🕉️,Artificial intelligence will be big reason of unemployment,2021-02-11T14:48:19Z,0,0
Ginni Deepak Reddy,Could you Plz... upload in telugu language,2021-02-08T09:42:23Z,0,1
edureka!,"Hi Deepak, we have considered your request and our team will soon come up with the Artificial Intelligence tutorial in our Edureka Telugu Channel. On the brightside, do subscribe: http://bit.ly/3rBLek8 to our channel and stay tuned. Cheers :)",2021-02-09T08:53:18Z,0,
Harshdeep Telang,THis content is free? no its invaluable!,2021-02-07T18:16:40Z,1,0
SE musical studio,Thank you for teacing,2021-02-07T09:59:44Z,1,0
shanu qureshi,Zero to hero tutorial 👌👌,2021-02-06T15:29:07Z,2,0
Enock Oloo,Awesome tutorials Edureka,2021-02-05T16:51:05Z,1,0
Sarthak Jain,you made it soo easy  :),2021-02-02T14:07:37Z,2,0
Henrique C Shiroma,"Very good training, I made many and I am refreshing the theme, this is cristal clear congratulaitions!",2021-02-01T11:51:23Z,3,0
Malik Jalal Ud Din,"'Nano Artificial intelligence is a robotic brain    like humans answering questioning repairing itself & putting that robotic brain in each & every field industry sciences  freeing humans from work & diseases towards achieving immortality'
                         Malik G Jalaluddin",2021-01-29T12:52:32Z,0,0
Ragu S,It is a very good course. Good explanation! Keep up the good work!,2021-01-28T12:29:27Z,5,0
Narain karthic.N.S,"Now I understand why this channel has so many
 subscribers",2021-01-27T14:52:13Z,6,0
manjirit,"This instructor is awesome. Really does a good job of explaining the concepts. The language, the delivery of the speech - everything makes it an interesting video to watch, along the with the content itself. Very high quality tutuorial",2021-01-26T17:06:58Z,8,0
The Work Ethic,"How much time will it take if i dedicate 2hrs daily with concentration to learn it completely till advanced level if there is  any ?

I am very passionate about this and specially in neural networks .

Please tell me ? I am currently in class 9th but i have completed class 9 and 10 th maths and science completely.
Currently i am studying Physics and Maths of  class-11 th.
I am really interested in learning Artificial Intelligence.
Please tell me where to start learning ? 
Is it necessary to complete 11th and 12th maths for learning AI ? Please tell me this  question is stopping me from learning ? I have learned Python .",2021-01-26T10:31:24Z,0,1
edureka!,"Hi, we admire your passion. There is no definite allotment of time taken to gain expertise of Artificial Intelligence. As you are currently in your schooling, we would suggest you to gain all the necessary basics with simultaneously focusing on your core subjects such as math and science. All the best :)",2021-02-09T15:16:30Z,0,
Axel Vanhooren,"Wonderful course. I learned so much with it. Thank you very much !  ""Predicted sentiment: Extremely Positive"" :-D",2021-01-25T22:53:25Z,6,0
hemant jain,Where I can find the code used in this tutorial.,2021-01-25T14:53:40Z,0,1
edureka!,"Hi Hemant, kindly drop in your email id to help us assist you with the required source codes. Cheers :)",2021-01-25T16:24:01Z,0,
Lavi's Recipes,Awesome explanation..,2021-01-22T06:35:02Z,2,0
Ravishankar Subbanna,"nice course.. and good introduction to the AI, ML.  Nice job by the tutor",2021-01-17T02:57:35Z,1,0
MELOPHILE ✨,"Thank you miss, i m just entered in the field of AI and getting more interest as i can understand it well through EDUREKA. 
But most probably questions generated in my mind is is AI got emotions or it became corrupted then I think this will be the beginning of destruction of Human Life.... And mostly it is also mentioned by Stephens Hawkins....",2021-01-16T09:12:17Z,2,0
Vishnu Shankar,Can we get the code of examples used in video ?,2021-01-13T16:18:13Z,0,1
edureka!,"Hi Vishnu, kindly drop in your email id to help us assist you with the required source codes. Cheers :)",2021-01-15T16:55:11Z,1,
Sumaiya Tasnim,"Heartiest gratitude to edureka for sharing such an amazing tutorial! 
Is it permitted to use your tutorials while making a slide presentation for education purposes?",2021-01-13T06:09:54Z,2,1
edureka!,"Hi Sumaiya, you can definitely derive valuable suggestions and inputs from the following tutorial for your study purpose. However, it is always advisable to mention the reference in your presentations. All the best :)",2021-02-09T15:19:06Z,1,
Deepanshu Goyal,"Amazing lecture, thank you for posting such a valuable course over YouTube.",2021-01-12T12:08:06Z,1,0
raju saha,Useful videos .,2021-01-11T01:08:04Z,1,0
Ethan Wang,One note: a large chunk of this course is about knowledge discovery. Machine Learning is a subset of that.,2021-01-10T18:11:44Z,2,0
Matko Pejar,edureka! thank you!,2021-01-07T21:11:28Z,1,0
Rabia Tabassum,give as the powerpoint presention file,2021-01-06T14:36:33Z,0,2
Rabia Tabassum,@edureka!  ok thanks,2021-01-10T14:37:11Z,0,
edureka!,"Hi Rabia, we are sorry as we cannot disclose the presentation used in out tutorial. However, here is the link: http://bit.ly/3rZpnnX to help you in referencing. Also, do checkout: https://bit.ly/3mi9kOU our industry graded Artificial Intelligence Certification Course and avail exclusive discounts using the code ""YOUTUBE20"". Cheers :)",2021-01-08T17:17:00Z,1,
Jagadish Malothu,Mam Can I get full course in online if it is possible means from where can I get it please respond me mam,2021-01-04T15:05:35Z,0,1
edureka!,"Hi Jagadish, our full-fledged certification courses are completely based on online trainings. Kindly follow the link: https://bit.ly/3mi9kOU or reach us on our toll-free number 08035068108 for further assistance. Happy learning :)",2021-01-05T13:30:06Z,0,
Simran S,"My one stop video for kick starting my AI journey! Thanks for the content and creators!. Please share the demo code if possible. Thanks a lot., Awaiting many more videos like this",2021-01-02T11:52:50Z,0,1
edureka!,"Hi Simran, we are glad to keep you boosted with our sessions. On the bright side we do share practise codes to enhance your learning, drop in your email id( it will not be published) and we will share the codes to you. Happy learning :)",2021-01-04T14:04:50Z,0,
Jagadish Malothu,Hi mam I have an dought what is the use of this course,2021-01-02T11:49:05Z,0,1
edureka!,"Hi Jagadish, Artificial Intelligence is branch of Computer Science, wherein Machines are designed to perform human like activities. As, you pursue this course you can enhance your skills and create more programmes. Here is a link: https://bit.ly/355XzV9 to help you gain more insights on Artificial Intelligence. Aslo, do check out our certification course: https://bit.ly/3mi9kOU to get structured and impactful training from the industry experts. Cheers :)",2021-01-04T14:04:11Z,0,
Ahmad Ali,"thanks for helping through that particular platform, and i must say is a tremendous way of teaching... even i am new to this technology but i understand most of its part...",2021-01-02T02:43:05Z,0,0
CRIS7COOP,How many of you watching in 2021? ❤️,2021-01-01T16:05:22Z,1,0
santosh kumar korada,"Hello madam,
I would like to learn the course and able to earn professional experience in this field , but I am mechanical engineer ,b.tech pass out 2014 batch, is there any job assistance from edureka.",2021-01-01T14:45:39Z,0,1
edureka!,"Hi Santosh, you can definitely become an AI based professional and receive job assistance from Edureka. We would like to help you better in choosing the right course. kindly submit your details: https://bit.ly/39ZTtRy and our career counsellors will guide you. Meanwhile, follow the link: https://bit.ly/3mi9kOU to view our certification courses and avail exclusive discounts using the code ""YOUTUBE20"". Cheers :)",2021-01-04T14:03:01Z,0,
Ahmad Ali,really informative,2020-12-31T11:33:04Z,3,0
Rohit Chitte,"Really Good Introductory course on AI  , Can viewers get the code  and ppt described in above video  it will be really helpful !",2020-12-27T10:17:35Z,0,1
edureka!,"Hi Rohit, you will definitely get the source codes. Kindly drop in your email id and we will share it to you. Cheers :)",2020-12-31T15:53:23Z,1,
Limpid Technologies,👍🏻❤️❤️,2020-12-27T05:51:42Z,0,0
saiteja nani,❤❤😊😄😄loved it,2020-12-25T12:12:09Z,0,0
Prasanth G S,I am amazed by the quality of this course. Explaining in a very detailed but simple way. Thank you for doing this. 👍,2020-12-23T00:35:06Z,0,0
Dummy X Gaming,Such a nice explanation. All the concepts were cleared. These things I never understood in my online classes🙂♥,2020-12-22T15:58:17Z,1,0
Keera thoughts,leka from edureka rhymes well,2020-12-16T16:22:51Z,0,0
Cyber Security,Excellent work !!!!,2020-12-16T10:52:53Z,2,0
Akbarjon Abdufattoev,Great video making sense about AI,2020-12-12T18:36:00Z,0,0
Vinay Yadav,Awesome. Video,2020-12-09T15:31:23Z,1,0
تعلم الرسم,hello! can you please put the datasets(fruit_data.txt ....) on the description?? Thank you for your great videos :),2020-12-06T15:10:15Z,0,1
edureka!,"Hi, we do not publish our datasets in the description box, kindly drop in your email id and we will share them to you, cheers :)",2020-12-07T13:53:52Z,0,
eren Yeager,Ultron is best example of A.I,2020-12-05T07:37:45Z,1,0
PoonGundran Selvaprabhu,"Dear mam,  Wonderful  presentation ,, is it possible to get ppt",2020-12-03T08:00:53Z,0,1
edureka!,"Hi, thankyou. Unfortunately, we do not disclose any presentations that are part of the tutorial. Kindly follow the link: https://bit.ly/33AhtGL, to help you in referencing. Hope this is useful, cheers :)",2020-12-03T10:54:37Z,0,
Medhatithi Chattopadhyay,Fantastic,2020-12-02T07:52:30Z,1,0
smitha r,Very well made and explained. Thank you for keeping it for beginners to understand in simple way. Appreciate your effort 👍,2020-12-02T04:33:55Z,5,0
Kalyan V,sampath.kalyan133@gmail.com .I want to enroll machine learning course,2020-12-01T06:44:32Z,0,1
edureka!,"Hi Kalyan, we do provide certification courses on machine learning. Kindly visit: https://bit.ly/37qXIT9 to view the courses or reach us on our toll-free number 08040423752 for more assistance. Also, you can avail exclusive discounts using our coupon code ""YOUTUBE20"" , cheers :)",2020-12-01T15:20:24Z,0,
Rishabh Pathak,"finaly ... A video that really describe what AI actually is ..instead of just introducing about the pacakges and salary..this course also taught about the history, types , and deep understanding in a very systemetic way....

Thank u alot..",2020-11-27T09:38:21Z,6,0
Rudy Komarraju,"Hi Zulaikha, You did an exceptional job of giving a unique intro to AI. I wish I had this info some 20 years ago. It could have changed my life completely",2020-11-26T20:33:50Z,18,0
sircilla venkatesh,Is this a full course? Is it enough to get complete skills in AI?,2020-11-26T14:57:21Z,0,1
edureka!,"Hi Sircilla, the video presentation is an overview of the course that we offer. However, if you are looking for a structural training with detailed insights,  we suggest you to take up a certification course. Kindly visit: https://bit.ly/3mi9kOU to view the various certifications we offer,  also, you can avail exclusive discounts by using the code ""YOUTUBE20"" cheers :)",2020-11-27T16:01:02Z,0,
Dragos Tang,Perfect perfect lecture!   Thank you very much.  Is there anyway we can get the python code in the examples you used in this video?,2020-11-25T22:43:27Z,1,1
edureka!,"Hi, kindly drop in your email id with us and we will assist you with the required source codes :)",2020-11-26T14:06:49Z,0,
Poisson Harsha,An excellent tutorial for beginners madam,2020-11-25T15:05:51Z,1,0
Navdeep Singh,"Thankyou so so much edureka..
Please tell me all the sequence of courses to watch all videos, plz. 💖💖🙏🙏",2020-11-23T15:06:20Z,0,1
edureka!,"Hi Navdeep, here is a link: https://bit.ly/3l1wqYz to the artificial intelligence playlist, hope this fulfills your need. Keep learning with us, cheers :)",2020-11-24T12:49:51Z,0,
sekhar babu,I m medical background person i dont anything about regression means,2020-11-18T10:35:40Z,0,1
edureka!,"Hi Rishi, please find the following link: https://bit.ly/35D1tFA to help you understand the meaning of regression and its types. Hope this will fulfill your basic requirements, cheers :)",2020-11-18T12:21:02Z,0,
Good hope,Excellent.. Very useful session... So thaankssss mam🥰🥰🥰,2020-11-18T01:20:33Z,1,0
Harold R. Bettencourt III,I thought I should learn something new.. this is great I loved it. How easily she made me understand all those complex terms. Hats off mam ! Thanks a lot 😊,2020-11-16T18:10:01Z,6,0
Bharath Kumar,i need datsets sir .where can i get that,2020-11-12T14:01:11Z,0,1
edureka!,"Hi Bharath, kindly drop your email id along with this comment, to help us assist the codes.",2020-11-16T13:06:23Z,0,
Sanjay Mehra(Software developer Trainee),"This video is very good as well as your voice,thanks",2020-11-12T06:46:13Z,0,0
nithin reddy,It's  very good,2020-11-03T10:04:28Z,2,0
FUN Learning,How to share my email for code??,2020-10-20T21:03:13Z,0,1
edureka!,Please share your email id here in the comment section (it will not be published). We will forward the code to your email address.,2020-10-21T05:55:32Z,0,
jc,1:09:15,2020-10-19T06:45:09Z,0,0
McKay Scott Christensen,"AMAZING VIDEO. Thank you so much for your effort putting this together, I feel conversational in AI now.",2020-10-14T22:36:41Z,4,1
edureka!,"Hey Scott, thank you for appreciating our efforts. We are glad you loved the video. Do subscribe and stay tuned for future updates. Cheers!",2020-10-16T05:28:31Z,0,
Srinivas Seenu,Where can i get this full course i want to complete this course any one tell me best institute plss plss i am intrested in it i want to work on ai,2020-10-12T05:30:16Z,0,1
edureka!,"Hi Srinivas, you can check out our online certification training for AI here:
Post Graduate Program in Artificial Intelligence and Machine Learning - https://bit.ly/2YodPOK
The above PG program is offered jointly by Edureka and E&ICT Academy, NIT Warangal.
You can use code ""YOUTUBE20"" and enroll in our courses with Flat 20% off.
For further assistance from our course advisors, please provide us your email ID and contact number (it will not be published).",2020-10-15T07:08:35Z,0,
Talson Hacks,"amazing lecture, informative and comprehensive. thank you so much!",2020-10-12T03:40:55Z,6,1
edureka!,Thanks for the wonderful feedback! Stay tuned for future updates. Cheers!,2020-10-12T07:46:19Z,1,
Rupesh singh,Thanks Edureka!!!!!!!,2020-10-11T07:48:55Z,0,1
edureka!,"You are welcome👍 
Do subscribe to our channel to stay posted on upcoming tutorials: https://www.youtube.com/user/edurekaIN?sub_confirmation=1.",2020-10-12T07:51:17Z,0,
Rupesh singh,Excellent Trainer Excellent contents............,2020-10-11T07:48:22Z,0,1
edureka!,Thanks for the wonderful feedback! Stay tuned for future updates. Cheers!,2020-10-12T07:53:21Z,0,
Flare,"Didn't watch till the end yet, already love the video!!!",2020-10-10T11:45:02Z,0,0
Dhanashri Patil,Nice good course of artificial intelligence,2020-10-09T05:24:57Z,0,0
Rahul Prasad,Intrested in edureka course,2020-10-08T13:30:29Z,0,1
edureka!,"Hi Rahul, you can check out our online certification training here:
Machine Learning Engineer Masters Program - https://bit.ly/3bRGJL2
Post Graduate Program in Artificial Intelligence and Machine Learning - https://bit.ly/2YodPOK
You can use code ""YOUTUBE20"" and enroll in our courses with Flat 20% off.
For further assistance from our course advisors, please provide us your email ID and contact number (it will not be published).",2020-10-09T05:58:44Z,0,
Shweta Mehta,Can a non-engineer learn too ? I have huge experience in handling websites and portals. know things technically. much interested in AI. can i too,2020-10-08T08:21:34Z,0,1
edureka!,"Hi Shweta, there is no eligiblity criteria for this course, however you need to learn programming languages and a lot other concepts. Here's a blog that will make you understand what skills are needed to become an AI engineer: https://www.edureka.co/blog/become-artificial-intelligence-engineer/",2020-10-15T05:59:57Z,1,
Prajwal Kudale,"Hi 
I am unable to fetch the data set used for linear regression. Can I have link regarding the same ?",2020-09-30T08:14:07Z,0,1
edureka!,"Hi Prajwal, please share your email id here in the comment section (it will not be published). We will forward the dataset to your email address.",2020-10-07T09:48:17Z,0,
Nuwan De Zoysa,Thank you for giving me insight to AI. Very valuable lecture for anyone interested in AI.,2020-09-29T13:14:11Z,1,0
NerloGugutochi,"such a well made tutorial
thank you",2020-09-28T09:57:05Z,2,0
Krishna Senthil,How to select the apt value for gamma in reinforcement learning.,2020-09-28T05:17:20Z,0,1
edureka!,"Typically, gamma is viewed as part of the problem, not of the algorithm. A reinforcement learning algorithm tries for each state to optimise the cumulative discounted reward:

r1 + gamma*r2 + gamma^2*r3 + gamma^3*r4 ... 

where rn is the reward received at time step n from the current state. So, for one choice of gamma the algorithm may optimise one thing, and for another choice it will optimise something else.
However, when you have defined a certain high-level goal, there still often remains a modelling choice, as many different gamma's might satisfy the requirements of the goal.

In general, most algorithms learn faster when they don't have to look too far into the future. So, it sometimes helps the performance to set gamma relatively low. A general rule of thumb might be: determine the lowest gamma min_gamma that still satisfies your high-level goal, and then set the gamma to gamma = (min_gamma + 1)/2.

Hope that solves your query.",2020-10-20T11:47:12Z,0,
real gaming spot,"Our school has given three options to us
1) information technology 
2) artificial intelligence 
3) banking and insurance 

That's why I am watching this video that what is AI... i have taken AI",2020-09-26T16:52:20Z,0,0
Somashekar Hiremath,"Awesome...Tutor is very clear, concise and effective in engaging listeners. Thank you",2020-09-20T07:35:50Z,0,0
Yugam Bhatt,1:14:15 leaving a time stamp for myself 😊,2020-09-17T17:17:37Z,12,0
Ramesh kumarddz,beautiful explanation ....superb,2020-09-17T09:09:44Z,0,0
FREDERICK LENIN D,What is the difference between supervised and unsupervised learning?,2020-09-16T15:12:30Z,0,1
edureka!,You can refer to the following video to know the difference between supervised and unsupervised learning - https://www.youtube.com/watch?v=xtOg44r6dsE,2020-10-13T06:58:27Z,0,
Madhu,loved this .. keep going.,2020-09-14T14:33:15Z,1,0
nc b,Good,2020-09-13T13:36:35Z,0,0
Ishwar Kurrey,This is a great learning plateform .l loved this so much.,2020-09-10T09:50:46Z,8,0
K.M. Subbaiah,thanks a lot,2020-09-08T14:58:47Z,0,0
Santokh Dhillon,"This is basic AI course , well explained and easy to understand. Well done",2020-09-08T08:59:17Z,6,0
bharathdaiict11,Excellent Video!!!!!,2020-09-05T15:36:38Z,2,0
P L,Is there a place to get the code in the video?,2020-09-04T18:52:43Z,0,1
edureka!,Please share your email id here in the comment section (it will not be published). We will forward the source code to your email address.,2020-09-07T17:07:36Z,0,
Donny Varghese,Brilliant Video. Thank you Edureka! Thanks to the tutor too!,2020-09-04T17:17:47Z,5,0
Rizz Syed,"Everything is just 'Perfect' in this tutorial, The complete world at a single place. Please keep spreading knowledge, light & wisdom. Excellent to see the great skills, Tutor is having. A long way to go for her as well. This is just a beginning",2020-09-04T16:29:12Z,24,0
gu s,Can you please send me the code files? Thanks a lot!,2020-09-03T08:40:34Z,0,1
edureka!,Please share your email id here in the comment section (it will not be published). We will forward the code to your email address.,2020-09-07T17:08:05Z,0,
MES,gud job!!!!,2020-09-02T11:24:28Z,2,0
K.M. Subbaiah,how to download the dataset,2020-08-31T14:42:09Z,0,1
edureka!,Please share your email id here in the comment section (it will not be published). We will forward the dataset to your email address.,2020-09-07T17:08:23Z,0,
Ishwar Sorapadi,"Tutor explanation about subject, is best of all videos, I have came across so far. I wish to express my heartfelt gratitude and sincere thank to tutor & edureka for making such valuable videos",2020-08-31T13:33:22Z,7,0
Bunny Bird,I love edureka💖,2020-08-30T07:54:20Z,0,0
Rocky X,"Based on Knowledge from the course and NLP skills which I learned from the course , I think teacher name is SAHITI, 

Thanks for teaching.",2020-08-27T07:08:29Z,1,0
kavuturu sowjanya,This was very much intresting and most useful...which helped me a lot when I searched for basic AI ...the explanation  with your examples was soo good for beginners...thankyou edureka...,2020-08-25T12:53:11Z,2,1
edureka!,"You are welcome👍 
Do subscribe to our channel to stay posted on upcoming tutorials: https://www.youtube.com/user/edurekaIN?sub_confirmation=1.",2020-09-07T17:13:51Z,0,
Royten vines,Superb!,2020-08-25T09:26:20Z,0,0
vinay kumar,Hi sahiti ur voice is awesome thanks 4 the informative one,2020-08-25T06:41:25Z,1,0
Anisha Sankhla,"It is the first time that I'm totally focused and completely satisfied by the content on you tube .and it's also much better then the any other online paid sources on AI ,a very good job edureka .",2020-08-23T11:45:48Z,13,0
Samarpita Roy,A very good session. Thank you so much!,2020-08-23T03:47:19Z,0,1
edureka!,"You are welcome👍 
Do subscribe to our channel to stay posted on upcoming tutorials: https://www.youtube.com/user/edurekaIN?sub_confirmation=1.",2020-09-07T17:12:24Z,0,
Swapnil Ghule,Spending my lockdown period in this course is really a Excellent experience of learning with Edureka Thank you !!,2020-08-18T15:47:21Z,12,0
Deepshikha Lalwani,"Actually i want to do this course as my internship and want certificate for the same

Do u provide",2020-08-17T18:24:46Z,0,1
edureka!,"Hi Deepshikha, we provide certificate in our online training. Please find the details here:
AI & Deep Learning with TensorFlow - https://bit.ly/2VaiYax
Post Graduate Program in Artificial Intelligence and Machine Learning - https://bit.ly/2YodPOK
Use code ""YOUTUBE20"" and enroll in our courses with Flat 20% off.",2020-08-26T06:31:41Z,0,
Inspire me and Inspire you,Can u pls. Send notes,2020-08-11T16:17:49Z,0,1
edureka!,"Hi Gopika, you can check out the slides here: 
https://www.slideshare.net/EdurekaIN/what-is-artificial-intelligence-artificial-intelligence-tutorial-for-beginners-edureka
You can also check out our blogs here: https://www.edureka.co/blog/category/artificial-intelligence/
Hope that helps!",2020-09-08T13:30:12Z,0,
ETC_SY_A_12_Venkatesh Madanwale,Please provide the dataset for the practice purpose...,2020-08-11T13:01:50Z,0,1
edureka!,Please share your email id here in the comment section (it will not be published). We will forward the dataset to your email address.,2020-09-07T17:10:57Z,1,
Incog Facts,Although the video is very lengthy i didn't feel bored while listening. Thanks mam for the great explanation skills.  We will support for longer. Thanks,2020-08-09T08:40:18Z,1,0
Incog Facts,Super madam..  great explanation,2020-08-09T08:37:41Z,1,0
Veeranna Kotagi,Great work,2020-08-07T07:13:51Z,0,0
Soyab Ali,Great learning- it has cleared my understanding of AI,2020-08-06T18:07:03Z,3,0
mixme,thank you mam,2020-08-05T00:12:37Z,0,0
Dayeeta Das,I have come across a lot of videos on AI so far. This is definitely the most precise and presentable tutorial. Kudos to the creators for sharing such an amazing work. Thanks a lot.,2020-08-04T20:42:46Z,108,0
Sahil Singh,Thanks mam. I'm am now a student and wanted to know the basics of artificial intelligence.You helped me a lot.,2020-08-03T01:33:14Z,0,0
Kim Deayoung soo,it’s helpfull😇,2020-08-02T16:35:03Z,0,0
Harvinder Arora,Thanks It's a great explained of each topic.,2020-08-02T15:22:48Z,1,0
Kumar Anant,OMG!! I am from non-science background. Yet this video made me feel very comfortable. This video is absolutely must for any fresher like me who wishes to understand AI. Please keep making such videos. Great job Edureka! All the best. 😀,2020-08-02T12:39:37Z,5,0
Yogesh Nangare,This is the best teacher for AI I have ever seen. Thank you so much.,2020-08-01T13:27:59Z,4,0
priya keshker,"I had a subject of artificial intelligence, if I've watched this video before my class I would get more interest in my class ❤❤we performed AI in simulink MATLAB.",2020-07-26T20:22:06Z,0,0
tanveer ali,Pdf file send krdo,2020-07-26T04:55:38Z,0,1
edureka!,"Hi Tanveer, there is no pdf document of the video, but you can refer to our AI blog series here: https://www.edureka.co/blog/what-is-artificial-intelligence",2020-08-08T08:27:24Z,0,
UJwall,So helpful,2020-07-25T09:02:00Z,0,0
Shivani Singh,Your teaching style is amazing and your voice is also clear,2020-07-21T14:49:19Z,1,1
edureka!,Thanks for the compliment! We are glad we could help. Do subscribe to our channel to stay posted on upcoming tutorials.,2020-07-25T07:11:44Z,0,
santhosha bm,your teaching style awesome madam....can we get this ppt?,2020-07-21T06:44:27Z,0,1
edureka!,"Thanks for the compliment! 
You can check out the ppt here: https://www.slideshare.net/EdurekaIN/what-is-artificial-intelligence-artificial-intelligence-tutorial-for-beginners-edureka",2020-07-21T17:43:16Z,1,
ATHUL T LATHAN,"If you could be a university, students would be lucky !!",2020-07-20T20:14:47Z,0,0
Komal Parihar,Where can I possibly find the notes or PPT of this video?,2020-07-20T05:17:13Z,0,1
edureka!,"Hi Komal, you can check out the slides here: 
https://www.slideshare.net/EdurekaIN/what-is-artificial-intelligence-artificial-intelligence-tutorial-for-beginners-edureka
You can also check out our blogs here: https://www.edureka.co/blog/category/artificial-intelligence/
Hope that helps!",2020-07-20T05:38:06Z,0,
Aakash Anbazhagan,Just now i have finished my 12 th std..I am so much interested to take AI course in college...so does it have scope in the future..?what are the subjects incl in this course..?..pls reply..❣️,2020-07-19T14:14:56Z,3,1
edureka!,Here's a blog that will help you get started: https://www.edureka.co/blog/become-artificial-intelligence-engineer/,2020-07-22T11:33:45Z,1,
Bui Chi Tai,Great videos. Thank you for your effort !,2020-07-19T07:46:37Z,0,1
edureka!,"You are welcome👍 
Do subscribe to our channel to stay posted on upcoming tutorials: https://www.youtube.com/user/edurekaIN?sub_confirmation=1.",2020-07-23T18:44:03Z,0,
aisha sultana,I had watched all full video and now it is easy for me to learn AL,2020-07-18T11:52:03Z,1,0
Yasir Ali Khan,I don't comment often. But your style of speech delivery is so impressive that I have to.,2020-07-18T08:03:23Z,21,0
learn2earn,"Thanks a lot and lot to the respectful  EDUREKA! Team members..... Thanks is not sufficient, I hope... Because you are the people (team)making students like us to be as future aspirants in the fields of TECHNOLOGY by giving knowledge a lot... I'm utilizing my valuable time in this quarientine by your vedios by learning the courses that you're providing... Everything in vedios are clear , concise and important ... A student should watch this... I really appreciate you Army ❤️ for your supports in this quarientine to us ...
Thank you ! Keep updating always 😇
Love you edureka! Thank you
😘❤️😊
By Siri BTech first year...!
Thanks for your support...",2020-07-17T13:54:29Z,2,2
learn2earn,"Cheers! Actually, I subscribed and also shared when I had seen the tutorial of python for the first time in your channel and also I did share to my friends and BROTHERS too..... Because I feel sharing is caring as my responsibility... thank you keep forward with update vedios 😊👍",2020-07-24T05:27:12Z,1,
edureka!,"Hi Siri, thanks for the wonderful feedback! We are really glad you feel this way about our channel. Do subscribe to our channel to stay posted on upcoming tutorials. Cheers!",2020-07-23T17:33:27Z,1,
Home Academy Point,"Every second of video is usefull and voice is so clear ,such an important and useful overview on the AI",2020-07-16T02:00:12Z,0,1
edureka!,Thanks for the compliment! We are glad we could help. Do subscribe to our channel to stay posted on upcoming tutorials.,2020-07-17T13:42:38Z,0,
Alkane dust,1:01:45,2020-07-15T08:23:00Z,1,0
Atanu Paul,Truly awesome and helpful for beginners,2020-07-14T20:21:26Z,1,0
Pavan Kumar Goud,awesome....!!!!!,2020-07-13T16:52:56Z,1,0
Rishish anand misra,I really enjoyed  every second of this AI season. Fantastic season.,2020-07-13T07:39:54Z,4,0
Learn with RM !,ai is my only goal,2020-07-12T06:57:14Z,0,0
Chandanita Chatterjee,U r extraordinary  mam,2020-07-10T10:22:25Z,0,1
edureka!,Thanks for the compliment!,2020-07-10T13:45:43Z,0,
R. Vishwanath,thank you so much for your great work:),2020-07-10T05:30:10Z,1,1
edureka!,"You are welcome👍
We are glad we could help. Do subscribe to our channel to stay posted on upcoming tutorials.",2020-07-13T11:15:12Z,1,
Aditya Belenkar,Very good brief introduction and one stop for revision,2020-07-09T18:55:32Z,2,0
Artificial Intelligence,Great content,2020-07-05T17:36:51Z,0,1
edureka!,Thank you.,2020-07-06T10:45:15Z,0,
Rakesh Reddy,3:42:20,2020-07-05T04:54:58Z,0,0
🧡 Nidhi 🧡,Can you plzz give the pdf of AI book,2020-07-05T01:58:25Z,0,1
edureka!,"Hi Nidhi, there is no pdf document of the video, but you can refer to our AI blog series: https://www.edureka.co/blog/what-is-artificial-intelligence",2020-08-08T08:25:20Z,0,
Rakesh Reddy,2:40:44,2020-07-04T13:12:57Z,0,0
Rakesh Reddy,1:38:51 just for myself,2020-07-04T05:21:15Z,0,0
Tejana Raithatha,Very well explained.. thanxs for having lots of patience and taking us through the entire course in simple and clear form,2020-07-01T17:01:40Z,1,1
edureka!,Thanks for the compliment! We are glad we could help. Do subscribe to our channel to stay posted on upcoming tutorials.,2020-07-03T05:31:04Z,2,
Amine Mehablia,Great job.,2020-06-28T01:28:52Z,1,0
Amine Mehablia,Can we have access to the codes?,2020-06-28T01:26:09Z,0,1
edureka!,Please share your email id with us (it will not be published). We will forward the code to your email address.,2020-07-03T07:31:06Z,0,
navir momin,"Subtitles are extremely useful, excellent work.",2020-06-27T05:32:08Z,8,0
Jasi,Superb class,2020-06-27T05:23:00Z,1,0
astha chourey,I thought I should learn something new.. this is great I loved it. How easily she made me understand all those complex terms. Hats off mam ! Thanks a lot 😊,2020-06-24T17:38:53Z,8,0
Cute habesha,great course,2020-06-22T08:06:59Z,0,0
Krish Chary,Great voice,2020-06-21T16:11:27Z,0,0
Arbaj Shaikh,"nice explanation ,very helpful in study",2020-06-18T07:54:52Z,2,0
Datascience Concepts,Great Content! Really helpful.,2020-06-17T16:05:11Z,2,0
Jamal Hussain,2:27:46,2020-06-16T17:37:56Z,1,0
Ray Mond,Thank you very much for your generous knowledge.,2020-06-16T00:17:16Z,1,0
Sunita Singh,I want to make an ai like Jarvis,2020-06-15T11:20:12Z,4,0
Adeoye Feranmi Samuel,Thanks guys. You have really done a great job training people for free.,2020-06-15T09:09:29Z,6,0
Akshit Jain,2:14:55,2020-06-13T08:17:13Z,0,0
Rania Bz,learning from here annd not from the university,2020-06-11T18:12:42Z,0,0
Priya Dhanwate,Superb..The way you explained is outstanding . Now I am more interested in AI n ml saw this video .,2020-06-11T08:34:12Z,10,0
astroboy tech ranger,nice video,2020-06-11T05:08:10Z,0,0
prakul sharma,can i have these codes used in the video?,2020-06-09T04:19:26Z,0,1
